0	0	0
0.3570	0	0
0.6472	0	0
0.8537	0	0
1.3012	1	1
1.3549	0	0
1.5445	1	2
1.5642	1	1
1.6058	0	0
2.0560	0	0
2.3749	0	0
2.8614	0	0
2.9463	0	0
3.1977	0	0
3.2608	0	0
3.7316	0	0
3.9593	0	0
4.2488	1	1
4.2690	0	0
4.4467	0	0
4.7122	0	0
5.1099	0	0
5.8730	0	0
6.1392	0	0
6.1806	0	0
6.5041	0	0
6.5687	0	0
7.0696	0	0
7.6009	0	0
8.1421	0	0
8.3531	0	0
8.8514	0	0
9.1342	0	0
9.5569	0	0
9.7192	0	0
9.8657	0	0
9.9619	0	0
10.0858	0	0
10.3432	0	0
10.4335	1	1
10.4811	0	0
11.3385	0	0
11.4571	0	0
11.6881	1	1
11.7029	0	0
11.8027	0	0
11.8266	0	0
12.9884	0	0
13.5096	0	0
13.7990	0	0
14.2781	0	0
14.5831	1	2
14.6123	1	1
14.6915	0	0
15.1184	0	0
15.2149	0	0
15.5480	0	0
16.1674	0	0
16.3138	0	0
16.5999	0	0
16.9525	0	0
17.3686	0	0
17.4288	0	0
17.7386	0	0
17.8681	0	0
17.9924	0	0
18.0936	0	0
18.4128	0	0
18.4988	0	0
18.7497	0	0
18.9719	0	0
19.0982	0	0
19.5770	0	0
19.8811	0	0
20.3297	1	2
20.3830	1	1
20.4420	0	0
20.7915	0	0
21.0163	0	0
21.2164	0	0
21.5941	0	0
21.8542	0	0
22.1148	1	1
22.1271	0	0
22.4964	0	0
22.7646	0	0
22.9930	0	0
23.1298	0	0
23.4922	0	0
23.7517	0	0
24.0919	0	0
24.2361	0	0
24.3078	0	0
24.7748	0	0
25.1212	0	0
25.4390	1	1
25.5072	1	1
25.5396	0	0
25.9057	0	0
26.2325	0	0
26.3651	0	0
26.8814	0	0
27.3352	0	0
27.5706	0	0
28.0536	0	0
28.1174	0	0
28.3311	0	0
28.4231	0	0
28.5762	0	0
28.6714	0	0
28.8468	0	0
29.4622	0	0
29.5797	1	1
29.6585	0	0
30.0570	0	0
30.8465	0	0
31.0647	0	0
31.2049	0	0
31.4222	0	0
31.4409	0	0
31.7005	1	1
31.9089	0	0
32.3104	0	0
32.7424	0	0
32.7885	0	0
32.8536	0	0
33.1492	0	0
33.8107	0	0
33.9953	0	0
34.0631	0	0
34.4440	1	2
34.4453	1	1
34.5370	0	0
34.8690	0	0
35.0369	0	0
35.3209	0	0
35.8205	0	0
36.2087	0	0
36.2897	0	0
36.4596	0	0
36.5313	0	0
36.8642	0	0
37.4321	0	0
37.7949	0	0
38.0232	0	0
38.4019	1	3
38.4132	1	2
38.4473	1	1
38.6468	1	1
38.7162	0	0
39.0089	0	0
39.0461	0	0
39.2211	0	0
39.6191	0	0
39.6507	0	0
39.8026	0	0
40.1332	0	0
40.2667	0	0
40.3142	0	0
40.5934	1	1
40.7591	1	1
40.7767	0	0
41.1312	0	0
41.3855	0	0
41.5296	0	0
41.5896	0	0
42.3353	0	0
42.6037	0	0
42.8693	0	0
43.2895	0	0
43.3329	0	0
44.0024	0	0
44.6575	0	0
45.6923	0	0
46.2421	0	0
46.5722	1	1
46.5773	0	0
46.7785	0	0
47.2707	0	0
48.0690	0	0
48.4086	0	0
48.4543	0	0
48.8969	1	2
49.0000	1	1
49.1092	0	0
49.2359	0	0
49.3220	0	0
49.9881	0	0
50.3613	0	0
50.3976	0	0
50.5630	0	0
50.8771	0	0
51.0839	0	0
51.7776	0	0
52.0487	0	0
52.1047	0	0
52.2141	0	0
52.2831	0	0
52.4473	1	2
52.5375	1	1
52.6325	0	0
53.3117	0	0
53.6576	0	0
53.7897	0	0
53.9392	0	0
54.5743	0	0
54.9427	0	0
55.2736	0	0
55.3914	0	0
55.7044	0	0
55.7658	0	0
55.9256	0	0
56.1903	0	0
56.4209	1	2
56.4340	1	1
56.4673	0	0
56.5473	0	0
57.2856	0	0
57.8140	0	0
57.9619	0	0
58.0263	0	0
58.3799	1	1
58.5082	0	0
58.7428	0	0
59.0082	0	0
59.0263	0	0
59.1882	0	0
59.2377	0	0
59.8707	0	0
60.3761	0	0
60.4883	0	0
60.7054	0	0
61.1251	0	0
61.9483	0	0
62.4584	0	0
62.7432	0	0
63.1447	0	0
63.4023	0	0
63.4151	0	0
63.6387	0	0
63.7331	1	2
63.7637	1	1
63.8131	0	0
64.6011	0	0
64.7180	1	1
64.7843	0	0
65.2797	0	0
65.5465	0	0
65.6289	0	0
65.7260	0	0
65.8104	0	0
65.9328	0	0
66.1443	0	0
66.7602	0	0
68.1817	0	0
68.7773	0	0
68.9423	0	0
69.3899	0	0
69.5263	0	0
69.5960	0	0
69.9299	0	0
70.1405	0	0
70.2187	0	0
70.2454	0	0
70.7407	0	0
71.4628	0	0
72.0320	0	0
72.2578	0	0
72.4258	0	0
72.5011	0	0
72.5892	0	0
72.6511	0	0
72.8285	0	0
73.0224	0	0
73.1470	0	0
73.3544	0	0
74.0291	0	0
74.5493	0	0
74.8211	1	3
74.8239	1	2
74.8441	1	1
74.9769	1	1
74.9831	0	0
75.7344	0	0
75.8435	0	0
76.0223	0	0
76.1493	0	0
76.2738	0	0
76.3887	0	0
76.9874	0	0
77.3063	0	0
77.5404	0	0
